"Fraction","ASV","relab_sum","shap_p","Year","Month","Species","Rotation","Nitrogen","Block","Rep","Residual","Kingdom","Phylum","Class","Order","Family","Genus","species","taxa"
"rhizosphere","asv_003340",0.0700173689608829,0.176691199785962,21.93312724,19.61941826,0,0.00064365,0.8800517,2.594e-05,3.40610728,54.16062592,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,"f__Oxalobacteraceae  "
"rhizosphere","asv_001320",0.0699647165483475,0.968785001654968,6.50004487,1.352e-05,23.06380834,4.02e-06,0.0175563,0,6.11179223,64.30678071,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",NA,"f__Rhizobiaceae g__Rhizobium "
"rhizosphere","asv_003269",0.0698534990065156,0.350818323288021,6.2e-07,1.73346964,11.50798687,1.888e-05,0,1.12e-06,1.17732959,85.58119328,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_002555",0.0698475381086573,0.897998950413593,1.85391398,4.76830388,1.36014259,2.59e-06,16.61808001,4.6528134,3e-07,70.74674326,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_000544",0.0697974620172988,0.990348681841412,2.08650187,0.5574631,5.71e-06,0,0.25364472,0,0.13022933,96.97215527,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"rhizosphere","asv_001295",0.0697001882442136,0.930468050302696,0.64344409,6.94e-06,0,2.162e-05,14.71507822,0.41128733,1.14e-06,84.23016067,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,"f__Sinobacteraceae g__Steroidobacter "
"rhizosphere","asv_002072",0.0696996638680411,0.0402872711000083,13.48000433,2.49406515,6.65e-06,9.207e-05,2.4350194,0,0.00018568,81.59062673,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium",NA,"f__Oxalobacteraceae g__Janthinobacterium "
"rhizosphere","asv_000942",0.0694878530958651,0.0383520774134962,3.75054877,1.31491245,0.94824485,0.00050718,1.25e-06,0.7525195,0,93.233266,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"rhizosphere","asv_001099",0.0694323841186624,0.885408708414432,3.94129854,0.20872914,0.07393425,0.75054183,0,0,0,95.02549624,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_000700",0.0694111076661495,0.506537355698434,6.51597948,19.13263605,6.51188909,9e-08,3.86e-06,7.2e-07,1e-08,67.83949071,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",NA,"f__Oxalobacteraceae g__Herbaspirillum "
"rhizosphere","asv_002753",0.0694087811799157,0.995487424102253,15.95976408,0.75340634,4.056e-05,0.1313344,2.17e-06,1.836e-05,0.63000816,82.52542593,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","mirabilis","f__Streptomycetaceae g__Streptomyces s__mirabilis"
"rhizosphere","asv_003770",0.069369395886917,0.310673301339518,6.28614386,3.06002173,18.82283992,0.41946972,0.75817025,0,0.57489702,70.0784575,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"rhizosphere","asv_003105",0.0693514975979312,0.143608444353863,5.9003909,24.48547298,2.83e-06,0,0.46124783,2.05075226,2.41e-06,67.10213079,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium",NA,"f__Oxalobacteraceae g__Janthinobacterium "
"rhizosphere","asv_002976",0.0693286086758071,0.634863531810803,0.34111729,0,12.7650405,2.348e-05,4.462e-05,0.31424364,0.00060916,86.57892131,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"rhizosphere","asv_001007",0.0693187882889543,0.804840446829618,4.57766967,0.08919956,1.46e-06,3.419e-05,0,0,1.14604011,94.18705501,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Microlunatus",NA,"f__Propionibacteriaceae g__Microlunatus "
"rhizosphere","asv_000611",0.0693153250864057,0.137851135752446,28.24521313,36.71204923,0.00015499,0.00152583,0,6.538e-05,0,35.04099144,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"rhizosphere","asv_001830",0.0692547133507429,0.555794354518515,13.28509528,2e-07,12.96112009,5e-08,5.82560837,3e-08,5e-08,67.92817593,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"rhizosphere","asv_001345",0.0691077564502276,0.244427766520555,3.6e-07,1.75988907,0,2.90254568,0,0,0,95.3375649,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae",NA,NA,"f__Micromonosporaceae  "
"rhizosphere","asv_001505",0.0690692453155827,0.813497581045201,5.9360288,6.2151893,0,5.98555439,0,1.419e-05,0.42402158,81.43919174,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"rhizosphere","asv_002020",0.0690133649341368,0.380828696303167,2.29787206,2.10285236,6.86479693,1.31152135,10.72150426,1.56809539,3.06e-06,75.1333546,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA,"f__Burkholderiaceae g__Burkholderia "
"rhizosphere","asv_000717",0.0687812242770811,0.10367243315749,22.79128624,0.00054546,0.25905675,4.37e-06,8.50025741,2.21374224,0.02845708,66.20665046,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_000991",0.068764803581701,0.480288948098298,20.4204233,0.36301801,4.17688804,5.3e-07,11.02913964,0.82426944,2.041e-05,63.18624063,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_001748",0.068742088127509,0.401653786321962,0,2.3e-07,0.00082512,1.939e-05,1.34825456,1.13018159,10.65925983,86.86145928,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA,NA,"f__Beijerinckiaceae  "
"rhizosphere","asv_000545",0.0686503903418663,0.344548347289835,23.47134443,35.75153454,0.00060982,0.00033663,1.485e-05,0.35754914,6.95e-06,40.41860364,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"rhizosphere","asv_001848",0.0686035516363789,0.0174866322999745,16.03609546,8.6716832,3.88272434,8.846e-05,1.5763949,0,3.853e-05,69.83297512,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"rhizosphere","asv_000952",0.0683851570459559,0.309978843695571,20.00324808,1.5e-07,0.97609575,0,11.21613441,3.5432574,0.04929908,64.21196512,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_003472",0.0682528150536169,0.660281367424416,0.22250284,0,6.83597322,2.25388322,10.49448656,2.808e-05,0,80.19312607,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"rhizosphere","asv_002037",0.0681372086764803,0.362728543659584,7.59825057,0,9.86106057,2.6e-06,1.01341118,3.25330046,0.06286994,78.21110467,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"rhizosphere","asv_001512",0.0681256886023675,0.59913257117786,16.08663768,7.3058129,0.89853841,1.078e-05,2.6733131,4e-07,5.95e-06,73.03568078,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"rhizosphere","asv_001775",0.0680445095583271,0.247029724713458,1.01636333,10.71951909,1.544e-05,0,0.00019762,3.362e-05,0.19553534,88.06833556,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga","arvensicola","f__Chitinophagaceae g__Chitinophaga s__arvensicola"
"rhizosphere","asv_002149",0.0680138899342981,0.258497969698843,0,0.70276784,6e-08,0,1.34598551,2.49695677,0.95244063,94.50184918,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,"f__Sinobacteraceae g__Steroidobacter "
"rhizosphere","asv_001172",0.067983161314347,0.514215477079338,9.285e-05,0,2.464e-05,3.37e-06,1.28869632,1.07672518,0.00177277,97.63268487,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"rhizosphere","asv_001702",0.0679222886824934,0.00540568579932076,2.35175725,0.22433244,17.40931818,0.79357213,21.87419143,0,1.983e-05,57.34680874,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA,"f__Burkholderiaceae g__Burkholderia "
"rhizosphere","asv_001825",0.0678374759117069,0.127984433544287,1.63e-06,5.70799443,7.72e-06,5.02186827,7.2e-07,8.9e-07,0,89.27012635,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"f__Comamonadaceae  "
"rhizosphere","asv_002988",0.0676965409013468,0.0183683299119058,0.01180085,3.22041962,11.99685928,0.00027612,1.129992,0.19478669,0,83.44586546,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,"f__Caulobacteraceae g__Caulobacter "
"rhizosphere","asv_002182",0.0675777908672,0.0478762853225638,0.15302899,3.95460416,36.89624138,2.085e-05,0.09071717,0,5.9e-07,58.90538687,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,"f__Sphingomonadaceae g__Novosphingobium "
"rhizosphere","asv_003157",0.0674589002599146,0.000466017576972471,0,2.36636064,35.5573448,1.73829509,1.36865363,0.4914908,1.314e-05,58.4778419,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,"f__Sphingomonadaceae g__Novosphingobium "
"rhizosphere","asv_001131",0.06741983381229,0.246109661305922,0.49382573,1.84460473,0.99656928,1e-07,26.97279107,0,0.84195886,68.85025023,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"rhizosphere","asv_000878",0.0673888619506424,0.203069916152264,20.31684203,12.13266063,0,1.22695221,0.20028701,0.74238894,0.3211326,65.05973658,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_000804",0.0673750894048742,0.12082227565751,1.47e-06,2.83e-06,5.00349383,0.6012451,3.7e-07,0.00119427,3.75e-06,94.39405839,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"rhizosphere","asv_001815",0.0673192715760674,0.387172488908014,0,1.5873155,3.63e-06,0,0.00151906,0,4.716e-05,98.41111465,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"rhizosphere","asv_002628",0.0672786527836417,0.766525509686425,4.25374201,9.81168474,1.369e-05,0.1232235,4.35e-06,4e-08,6.96e-06,85.81132471,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"rhizosphere","asv_002941",0.0672361439275865,0.125958200339301,0,0.09859948,0.96831853,3.1e-07,0.69024466,2.09562856,0,96.14720846,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga","arvensicola","f__Chitinophagaceae g__Chitinophaga s__arvensicola"
"rhizosphere","asv_001239",0.0671988593917884,0.295593287047034,13.25459761,28.93219858,5.216e-05,0.65213209,0.00475629,0.00312879,1.681e-05,57.15311767,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"rhizosphere","asv_002029",0.0671269646593852,0.165664108300366,7.44539447,0,0,1.06114952,4.298e-05,3.33e-06,0,91.4934097,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA,"f__Rhodospirillaceae  "
"rhizosphere","asv_001811",0.0671218472151536,0.339301674164122,2.52552823,8.50443073,1.58e-06,2.14e-06,1.01085375,0,6.72e-06,87.95917685,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"f__Comamonadaceae  "
"rhizosphere","asv_001739",0.0670981242154583,0.724145200498725,0,3.97235119,1.6016384,1.829e-05,2.34204095,0,1.27e-06,92.0839499,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae",NA,NA,"f__Bradyrhizobiaceae  "
"rhizosphere","asv_001107",0.0669846925429743,0.786512098603485,1.44420692,8e-08,14.42325326,1.67617734,19.25685015,0,0.06435013,63.13516212,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"rhizosphere","asv_001593",0.0669845361600629,0.561846239101882,3.84269383,0,15.23674182,3.45641158,12.36425936,6.16e-06,3.3e-07,65.09988692,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA,"f__Burkholderiaceae g__Burkholderia "
"rhizosphere","asv_001596",0.0669643618847286,0.879364241126562,4.3403236,0,17.21198836,1.75e-06,5.43825944,5.69e-06,0.00016204,73.00925912,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA,"f__Burkholderiaceae g__Burkholderia "
"rhizosphere","asv_001440",0.0668716794234661,0.959774723275609,11.54597694,9.14641641,5.4e-07,1.031e-05,1.35813434,0,0.27181065,77.67765081,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_000745",0.0668622359911461,0.882056206382292,7.78707425,0,0,2.3e-07,0.59654422,0.71823311,3.43e-06,90.89814476,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_000589",0.066858080125586,0.618291989438483,0.23224534,0,7.40743304,2.91264496,1.77128051,0.25810761,0.05221985,87.36606869,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"rhizosphere","asv_000556",0.0667540402084465,0.997933665159539,0.28138055,1.18679022,0.98220403,0,5.88958338,0,0,91.66004181,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"rhizosphere","asv_001866",0.066711646455893,0.800104486240353,0,0,0,1.28120146,2.89688823,8.182e-05,1.39e-06,95.82182711,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Patulibacteraceae",NA,NA,"f__Patulibacteraceae  "
"rhizosphere","asv_001133",0.0667055921899121,0.864370408559453,0,0,0.01863055,0,0,0.98642561,6.4e-07,98.99494321,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"rhizosphere","asv_003173",0.06669099533198,0.442159738795574,2.94146023,7.37628789,9.77107746,0,0.86253407,1.039e-05,5.35e-06,79.04862461,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella",NA,"f__Comamonadaceae g__Hylemonella "
"rhizosphere","asv_001350",0.0666850916247193,0.802151661718666,26.32981083,3.96924779,0.75656477,0,1.76989819,1.22488342,1.02713907,64.92245593,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"rhizosphere","asv_002174",0.0666581689663907,0.562093506604217,1.01088213,4.45363639,0,6.1e-07,4.82541718,0,0,89.71006369,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"rhizosphere","asv_001943",0.0665491680593122,0.466098400219984,0.19791719,0,0,3.76152515,2.70900918,7e-07,0,93.33154778,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"rhizosphere","asv_002060",0.0665163511375987,0.329362843661447,1.1e-07,0.52762426,0,4.2e-07,13.91777881,0,0,85.55459639,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"f__Comamonadaceae  "
"rhizosphere","asv_003510",0.0662725885791017,0.865063280951563,12.70793562,1.54e-06,16.32581762,1.40358801,5.281e-05,2.52e-06,0,69.56260188,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,"f__Sphingomonadaceae g__Sphingobium "
"rhizosphere","asv_002512",0.0659557662795636,0.353872222213078,13.32182819,7.35840112,12.8050885,1.839e-05,0,1.12e-06,0.08363678,66.43102591,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"rhizosphere","asv_003154",0.0658334368310288,0.0125790555333682,6.258e-05,5.23349722,4.33342682,3e-08,1e-08,4e-08,0,90.4330133,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga","arvensicola","f__Chitinophagaceae g__Chitinophaga s__arvensicola"
"rhizosphere","asv_001523",0.0658173622034436,0.0455492267619028,7.32886704,13.6968407,5.1e-06,0.0002085,0.57165404,0.00039133,0.00013057,78.40190271,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia",NA,"f__Enterobacteriaceae g__Yersinia "
"rhizosphere","asv_003238",0.0657956931306491,0.640163094019402,1.00305731,0.01508889,11.92658546,5.26e-06,0.07115867,0.0021488,2.55044136,84.43151427,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Inquilinus","limosus","f__Rhodospirillaceae g__Inquilinus s__limosus"
"rhizosphere","asv_003246",0.0656470705723988,0.27674830110217,1.03257026,30.25574414,0.98010068,2.27223084,0.14940056,0,0.00178962,65.3081639,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA,"f__Comamonadaceae g__Delftia "
"rhizosphere","asv_001614",0.0655972545495563,0.183417162036801,0.73032151,14.83805148,0,5.68e-06,1.15592884,2.84320738,0.30588087,80.12660424,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","paradoxus","f__Comamonadaceae g__Variovorax s__paradoxus"
"rhizosphere","asv_001028",0.0655435241353002,0.208754534952233,1.06023117,1.18398594,0.45993025,0,26.42729805,8.451e-05,0.36134766,70.50712242,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"rhizosphere","asv_002097",0.0655083076104224,0.155941665482854,7.86655911,14.02438183,0,0.00070268,0,0,1.067e-05,78.1083457,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"f__Comamonadaceae  "
"rhizosphere","asv_001534",0.0654777082509108,0.0245663130942615,17.44158918,2.38062452,0.20536019,0,13.08542441,0,1.65e-06,66.88700004,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"rhizosphere","asv_003025",0.0654718279368378,0.879169377421528,20.78469191,0.5943364,0.6121461,3.39e-06,0.15175925,0,1.02611549,76.83094745,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","mirabilis","f__Streptomycetaceae g__Streptomyces s__mirabilis"
"rhizosphere","asv_000643",0.0653294327034781,0.0990998472418732,22.42457824,29.81927441,1.06272754,3.1e-07,0.00022495,1.67914376,7.51e-06,45.01404328,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"rhizosphere","asv_003198",0.065298135174943,0.0198210941483633,2.43840693,2.1020891,3.86591812,0,14.91702206,0,0.04142815,76.63513564,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_001234",0.0652382288654549,0.152975623338199,0,0.00091607,1.964e-05,1.43124769,9.2364231,0,3.2e-07,89.33139317,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"rhizosphere","asv_003389",0.0652354781473792,0.995539840405653,6.04513933,1.8e-07,13.35694105,3.2e-06,2.09e-05,0,0.50711048,80.09078486,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"rhizosphere","asv_000623",0.0651999711827576,0.253441883453072,12.72826354,1.025e-05,4.28267087,1.882e-05,2.52377542,0.04959926,0.07641282,80.33924903,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","psychrolactophilus","f__Micrococcaceae g__Arthrobacter s__psychrolactophilus"
"rhizosphere","asv_001001",0.0651115628743788,0.925221017190663,0.04250248,1.228e-05,0,5.53e-06,8.40369862,0,0.55970645,90.99407464,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"rhizosphere","asv_002030",0.0649752322897471,0.312973226916901,0,0.12653304,3.872e-05,5.193e-05,6.21579296,2.14e-06,0,93.65758123,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosovibrio","tenuis","f__Nitrosomonadaceae g__Nitrosovibrio s__tenuis"
"rhizosphere","asv_000806",0.0648864408441403,0.0291023242340928,19.05294086,8.15533302,1.59450604,0.38043907,0.39053586,1.71522306,1.41376007,67.29726203,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_002571",0.0648489456656225,0.116948333453453,1.2097903,3.9354937,2.76874467,0,8.16848355,3.53440149,0,80.38308628,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_003320",0.0648395160324024,0.344620572205685,0,0,9.32285169,1.184e-05,0,0,1.879e-05,90.67711768,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_002823",0.0647723949151826,0.852213058297623,0,2.51413472,0,2.353e-05,0.03918587,2.392e-05,2.41e-06,97.44662956,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"rhizosphere","asv_001865",0.0647306397142226,0.961270967057844,0.91029395,2.6040972,5.74251584,2.06295975,1.35e-06,0,0,88.68013192,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga","arvensicola","f__Chitinophagaceae g__Chitinophaga s__arvensicola"
"rhizosphere","asv_001237",0.0644890045461829,0.669748868578409,6.1e-07,0,3.46e-06,6.1e-07,3.97877547,1.00899266,0.38358943,94.62863776,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","flexus","f__Bacillaceae g__Bacillus s__flexus"
"rhizosphere","asv_001046",0.0644614450990337,0.226265948018364,10.65840888,9.0331166,2.62e-06,1.9524967,13.13840776,0.37953954,0,64.83802791,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_001530",0.0643412401567415,0.111989239790545,9.53237104,0.00347738,5e-08,1.41399517,15.93411941,2.91872422,0.00020474,70.197108,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_001362",0.0639753451855509,0.950801669028088,2.9708906,3.20816465,2.33e-06,6.1e-07,1.33192886,1.56119692,5.58858153,85.3392345,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Corallococcus","exiguus","f__Myxococcaceae g__Corallococcus s__exiguus"
"rhizosphere","asv_001018",0.0638913743778714,0.95495927968854,9.70756567,5.53328101,0,2.65e-06,0.80580659,1.76748942,0.00105321,82.18480146,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_000613",0.0638186348776884,0.913473830215693,23.46269329,19.57788444,1.23409805,6.11e-05,0.73400496,6.6e-07,0.03576682,54.95549069,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
